﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1438000371PV-5000W-V 10D1438000371,10D1438000369PV-5000W-V 10D1438000369,10D1438000372PV-5000W-V 10D1438000372,10D1438000373PV-5000W-V 10D1438000373,10D1438000374PV-5000W-V 10D1438000374
2017-10-04,00:00:00,0,0,0,0,0
2017-10-04,00:20:00,0,0,0,0,0
2017-10-04,00:40:00,0,0,0,0,0
2017-10-04,01:00:00,0,0,0,0,0
2017-10-04,01:20:00,0,0,0,0,0
2017-10-04,01:40:00,0,0,0,0,0
2017-10-04,02:00:00,0,0,0,0,0
2017-10-04,02:20:00,0,0,0,0,0
2017-10-04,02:40:00,0,0,0,0,0
2017-10-04,03:00:00,0,0,0,0,0
2017-10-04,03:20:00,0,0,0,0,0
2017-10-04,03:40:00,0,0,0,0,0
2017-10-04,04:00:00,0,0,0,0,0
2017-10-04,04:20:00,0,0,0,0,0
2017-10-04,04:40:00,0,0,0,0,0
2017-10-04,05:00:00,0,0,0,0,0
2017-10-04,05:20:00,0,0,0,0,0
2017-10-04,05:40:00,0,0,0,0,0
2017-10-04,06:00:00,0,0,0,0,0
2017-10-04,06:20:00,0,0,0,0,0
2017-10-04,06:40:00,0,0,0,0,0
2017-10-04,07:00:00,0,0,0,0,0
2017-10-04,07:20:00,0,0,0,0,0
2017-10-04,07:40:00,0,0,0,0,0
2017-10-04,08:00:00,0,0,0,0,0
2017-10-04,08:20:00,0,0,0,0,0
2017-10-04,08:40:00,0,0,0,0,0
2017-10-04,09:00:00,0,0,0,0,0
2017-10-04,09:20:00,0,0,0,0,0
2017-10-04,09:40:00,0,0,0,0,0
2017-10-04,10:00:00,0,0,0,0,0
2017-10-04,10:20:00,0,0,0,0,0
2017-10-04,10:40:00,0,0,0,0,0
2017-10-04,11:00:00,0,0,0,0,0
2017-10-04,11:20:00,0,0,0,0,0
2017-10-04,11:40:00,0,0,0,0,0
2017-10-04,12:00:00,0,0,0,0,0
2017-10-04,12:20:00,0,0,0,0,0
2017-10-04,12:40:00,0,0,0,0,0
2017-10-04,13:00:00,0,0,0,0,0
2017-10-04,13:20:00,0,0,0,0,0
2017-10-04,13:40:00,0,0,0,0,0
2017-10-04,14:00:00,0,0,0,0,0
2017-10-04,14:20:00,0,0,0,0,0
2017-10-04,14:40:00,0,0,0,0,0
2017-10-04,15:00:00,0,0,0,0,0
2017-10-04,15:20:00,0,0,0,0,0
2017-10-04,15:40:00,0,0,0,0,0
2017-10-04,16:00:00,0,0,0,0,0
2017-10-04,16:20:00,0,0,0,0,0
2017-10-04,16:40:00,0,0,0,0,0
2017-10-04,17:00:00,0,0,0,0,0
2017-10-04,17:20:00,0,0,0,0,0
2017-10-04,17:40:00,0,0,0,0,0
2017-10-04,18:00:00,0,0,0,0,0
2017-10-04,18:20:00,0,0,0,0,0
2017-10-04,18:40:00,0,0,0,0,0
2017-10-04,19:00:00,0,0,0,0,0
2017-10-04,19:20:00,0,0,0,0,0
2017-10-04,19:40:00,0,0,0,0,0
2017-10-04,20:00:00,0,0,0,0,0
2017-10-04,20:20:00,0,0,0,0,0
2017-10-04,20:40:00,0,0,0,0,0
2017-10-04,21:00:00,0,0,0,0,0
2017-10-04,21:20:00,0,0,0,0,0
2017-10-04,21:40:00,0,0,0,0,0
2017-10-04,22:00:00,0,0,0,0,0
2017-10-04,22:20:00,0,0,0,0,0
2017-10-04,22:40:00,0,0,0,0,0
2017-10-04,23:00:00,0,0,0,0,0
2017-10-04,23:20:00,0,0,0,0,0
2017-10-04,23:40:00,0,0,0,0,0
