﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1525000225沙田路-01_無Cap 關AFD,11C1525000202沙田路-02_加Cap 開AFD,11C1520000140沙田路-03_加Cap 開AFD,11C1520000179沙田路-04_加Cap 關AFD,11C1525000201沙田路-05_加Cap 關AFD,11C1520000174沙田路-06_無Cap 關AFD,11D1507000056PV-3000N-V 11D1507000056 沙田路-07,11D1507000013PV-3000N-V 11D1507000013 沙田路-08,11D1507000050PV-3000N-V 11D1507000050 沙田路-09,11D1507000059PV-3000N-V 11D1507000059 沙田路-10,11D1507000060PV-3000N-V 11D1507000060 沙田路-11,11D1507000004PV-3000N-V 11D1507000004 沙田路-12
2017-11-02,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-02,06:00:00,0,0,0,0.0001,0,5.0E-5,0.0001,0.002,0,0.0014,0.0008,0.0024
