﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211739000405楊清財1-PV-3000N-V 1211739000405,1211739000407楊清財2-PV-3000N-V 1211739000407,1211739000408楊清財3-PV-3000N-V 1211739000408,1211739000410楊清財4-PV-3000N-V 1211739000410,1211739000411楊清財5-PV-3000N-V 1211739000411,1211739000415楊清財6-PV-3000N-V 1211739000415,1211739000416楊清財7-PV-3000N-V 1211739000416,1211739000417楊清財8-PV-3000N-V 1211739000417,1211739000418楊清財9-PV-3000N-V 1211739000418,1211739000419楊清財10-PV-3000N-V 1211739000419,1211739000441楊清財11-PV-3000N-V 1211739000441,1211739000442楊清財12-PV-3000N-V 1211739000442,1211739000443楊清財13-PV-3000N-V 1211739000443,1211739000444楊清財14-PV-3000N-V 1211739000444,11O1745001680楊清財15-PV-5000W-HV 11O1745001680
2017-10-19,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,06:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,07:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,07:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,08:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,08:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,13:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,15:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,16:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,17:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,17:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
